n1,n2,id,weight,sub
dijonsenf,honig,dijonsenf--honig,1,B
dijonsenf,tamarinde,dijonsenf--tamarinde,1,B
dijonsenf,isot_biber,dijonsenf--isot_biber,1,B
dijonsenf,parmesan,dijonsenf--parmesan,1,B
dijonsenf,auberginen,auberginen--dijonsenf,1,B
dijonsenf,radieschen,dijonsenf--radieschen,1,B
dijonsenf,rosmarin,dijonsenf--rosmarin,1,B
dijonsenf,thymian,dijonsenf--thymian,1,B
graupen,kirschtomaten,graupen--kirschtomaten,1,B
graupen,austernpilz,austernpilz--graupen,1,B
graupen,brunnenkresse,brunnenkresse--graupen,1,B
graupen,tomate,graupen--tomate,1,B
graupen,chilischote,chilischote--graupen,1,B
graupen,weißwein,graupen--weißwein,1,B
graupen,kokoscrème,graupen--kokoscrème,1,B
graupen,steinpilz,graupen--steinpilz,1,B
graupen,knoblauch,graupen--knoblauch,2,B
graupen,olivenöl,graupen--olivenöl,2,B
graupen,cumin,cumin--graupen,1,B
graupen,hühnerbrühe,graupen--hühnerbrühe,1,B
graupen,harissa,graupen--harissa,1,B
graupen,miso,graupen--miso,1,B
graupen,tomatenmark,graupen--tomatenmark,2,B
graupen,rotwein,graupen--rotwein,1,B
pflaume,reisessig,pflaume--reisessig,1,B
pflaume,lauchzwiebel,lauchzwiebel--pflaume,1,B
pflaume,fischsauce,fischsauce--pflaume,1,B
pflaume,tomate,pflaume--tomate,1,B
pflaume,ingwer,ingwer--pflaume,1,B
pflaume,noriblatt,noriblatt--pflaume,1,B
pflaume,sesam,pflaume--sesam,1,B
pflaume,orange,orange--pflaume,1,B
pflaume,erdnussöl,erdnussöl--pflaume,1,B
pflaume,knoblauch,knoblauch--pflaume,1,B
brunnenkresse,kirschtomaten,brunnenkresse--kirschtomaten,1,B
brunnenkresse,chilischote,brunnenkresse--chilischote,1,B
brunnenkresse,knoblauch,brunnenkresse--knoblauch,1,B
brunnenkresse,weißwein,brunnenkresse--weißwein,1,B
brunnenkresse,olivenöl,brunnenkresse--olivenöl,1,B
brunnenkresse,tomatenmark,brunnenkresse--tomatenmark,1,B
galgant,kirschtomaten,galgant--kirschtomaten,1,B
galgant,tamarinde,galgant--tamarinde,1,B
galgant,spitzkohl,galgant--spitzkohl,1,B
galgant,fischsauce,fischsauce--galgant,1,B
galgant,limette,galgant--limette,1,B
galgant,rohrzucker,galgant--rohrzucker,1,B
galgant,koriandergrün,galgant--koriandergrün,1,B
galgant,knoblauch,galgant--knoblauch,1,B
galgant,sonnenblumenöl,galgant--sonnenblumenöl,1,B
oregano,paprikapulver,oregano--paprikapulver,1,B
oregano,tomate,oregano--tomate,3,B
oregano,olive,olive--oregano,2,B
oregano,olivenöl,olivenöl--oregano,3,B
oregano,knoblauch,knoblauch--oregano,3,B
oregano,schwarzer_knoblauch,oregano--schwarzer_knoblauch,1,B
oregano,mangold,mangold--oregano,1,B
oregano,parmesan,oregano--parmesan,1,B
oregano,auberginen,auberginen--oregano,1,B
oregano,paniermehl,oregano--paniermehl,1,B
oregano,tomatenmark,oregano--tomatenmark,1,B
oregano,thymian,oregano--thymian,1,B
oregano,basilikum,basilikum--oregano,2,B
kichererbsen,nudeln,kichererbsen--nudeln,1,B
kichererbsen,ahornsirup,ahornsirup--kichererbsen,1,B
kichererbsen,mangopickle,kichererbsen--mangopickle,1,B
kichererbsen,chilischote,chilischote--kichererbsen,2,B
kichererbsen,lauchzwiebel,kichererbsen--lauchzwiebel,1,B
kichererbsen,tahina,kichererbsen--tahina,2,B
kichererbsen,limette,kichererbsen--limette,1,B
kichererbsen,dill,dill--kichererbsen,1,B
kichererbsen,hühnerbrühe,hühnerbrühe--kichererbsen,1,B
kichererbsen,shiitake,kichererbsen--shiitake,1,B
kichererbsen,apfelessig,apfelessig--kichererbsen,1,B
kichererbsen,kirschtomaten,kichererbsen--kirschtomaten,1,B
kichererbsen,joghurt,joghurt--kichererbsen,1,B
kichererbsen,geräuchertes_paprikapulver,geräuchertes_paprikapulver--kichererbsen,1,B
kichererbsen,koriandergrün,kichererbsen--koriandergrün,1,B
kichererbsen,olive,kichererbsen--olive,1,B
kichererbsen,knoblauch,kichererbsen--knoblauch,4,B
kichererbsen,olivenöl,kichererbsen--olivenöl,4,B
kichererbsen,curryblätter,curryblätter--kichererbsen,1,B
kichererbsen,cumin,cumin--kichererbsen,2,B
kichererbsen,mango,kichererbsen--mango,1,B
kichererbsen,ingwer,ingwer--kichererbsen,2,B
kichererbsen,tomatenmark,kichererbsen--tomatenmark,1,B
kichererbsen,sonnenblumenöl,kichererbsen--sonnenblumenöl,1,B
kichererbsen,thymian,kichererbsen--thymian,1,B
sesam,ahornsirup,ahornsirup--sesam,6,B
sesam,spitzkohl,sesam--spitzkohl,1,B
sesam,steinpilz,sesam--steinpilz,1,B
sesam,reiswein,reiswein--sesam,1,B
sesam,lauchzwiebel,lauchzwiebel--sesam,7,B
sesam,pinienkerne,pinienkerne--sesam,2,B
sesam,orange,orange--sesam,1,B
sesam,apfelessig,apfelessig--sesam,1,B
sesam,minze,minze--sesam,1,B
sesam,worcester,sesam--worcester,1,B
sesam,kaffirlimette,kaffirlimette--sesam,2,B
sesam,knoblauch,knoblauch--sesam,16,B
sesam,olivenöl,olivenöl--sesam,8,B
sesam,honig,honig--sesam,1,B
sesam,mirin,mirin--sesam,3,B
sesam,thaibasilikum,sesam--thaibasilikum,1,B
sesam,pilze,pilze--sesam,1,B
sesam,granatapfelsirup,granatapfelsirup--sesam,1,B
sesam,röstzwiebeln,röstzwiebeln--sesam,2,B
sesam,rettich,rettich--sesam,1,B
sesam,frischkäse,frischkäse--sesam,1,B
sesam,rote_bete_blätter,rote_bete_blätter--sesam,1,B
sesam,miso,miso--sesam,3,B
sesam,sonnenblumenöl,sesam--sonnenblumenöl,13,B
sesam,grüner_spargel,grüner_spargel--sesam,1,B
sesam,nudeln,nudeln--sesam,1,B
sesam,paprikapulver,paprikapulver--sesam,2,B
sesam,kimchi,kimchi--sesam,1,B
sesam,tomate,sesam--tomate,1,B
sesam,chilischote,chilischote--sesam,8,B
sesam,noriblatt,noriblatt--sesam,1,B
sesam,sesamöl,sesam--sesamöl,1,B
sesam,mohn,mohn--sesam,1,B
sesam,schnittlauch,schnittlauch--sesam,5,B
sesam,chipotle,chipotle--sesam,1,B
sesam,mandarine,mandarine--sesam,2,B
sesam,reisessig,reisessig--sesam,7,B
sesam,dill,dill--sesam,1,B
sesam,tahina,sesam--tahina,2,B
sesam,limette,limette--sesam,9,B
sesam,erdnuss,erdnuss--sesam,2,B
sesam,hühnerbrühe,hühnerbrühe--sesam,1,B
sesam,harissa,harissa--sesam,1,B
sesam,tofu,sesam--tofu,2,B
sesam,gruyère,gruyère--sesam,1,B
sesam,reis,reis--sesam,4,B
sesam,shiitake,sesam--shiitake,2,B
sesam,kirschtomaten,kirschtomaten--sesam,2,B
sesam,joghurt,joghurt--sesam,1,B
sesam,reismehl,reismehl--sesam,2,B
sesam,staudensellerie,sesam--staudensellerie,2,B
sesam,koriandergrün,koriandergrün--sesam,3,B
sesam,szechuanpfeffer,sesam--szechuanpfeffer,3,B
sesam,erdnussöl,erdnussöl--sesam,1,B
sesam,süßkartoffel,sesam--süßkartoffel,1,B
sesam,noriflocken,noriflocken--sesam,3,B
sesam,tamarinde,sesam--tamarinde,1,B
sesam,ingwer,ingwer--sesam,8,B
sesam,fischsauce,fischsauce--sesam,2,B
sesam,auberginen,auberginen--sesam,1,B
sesam,radieschen,radieschen--sesam,1,B
sesam,tomatenmark,sesam--tomatenmark,1,B
salbei,ahornsirup,ahornsirup--salbei,1,B
salbei,polenta,polenta--salbei,1,B
salbei,olivenöl,olivenöl--salbei,1,B
salbei,knoblauch,knoblauch--salbei,1,B
salbei,mascarpone,mascarpone--salbei,1,B
salbei,orange,orange--salbei,1,B
mais,ahornsirup,ahornsirup--mais,1,B
mais,paprikapulver,mais--paprikapulver,1,B
mais,babyspinat,babyspinat--mais,1,B
mais,tomate,mais--tomate,1,B
mais,hibiskus,hibiskus--mais,1,B
mais,lauchzwiebel,lauchzwiebel--mais,2,B
mais,dill,dill--mais,1,B
mais,cheddar,cheddar--mais,1,B
mais,hühnerbrühe,hühnerbrühe--mais,1,B
mais,limette,limette--mais,2,B
mais,jalapeno,jalapeno--mais,1,B
mais,basilikum,basilikum--mais,1,B
mais,apfelessig,apfelessig--mais,1,B
mais,joghurt,joghurt--mais,1,B
mais,maismehl,mais--maismehl,1,B
mais,polenta,mais--polenta,2,B
mais,koriandergrün,koriandergrün--mais,2,B
mais,habanero,habanero--mais,1,B
mais,knoblauch,knoblauch--mais,3,B
mais,olivenöl,mais--olivenöl,3,B
mais,avocado,avocado--mais,1,B
mais,honig,honig--mais,1,B
mais,kürbiskern,kürbiskern--mais,1,B
mais,cumin,cumin--mais,1,B
mais,schafskäse,mais--schafskäse,1,B
mais,parmesan,mais--parmesan,2,B
mais,ancho,ancho--mais,1,B
mais,tomatenmark,mais--tomatenmark,1,B
mais,sonnenblumenöl,mais--sonnenblumenöl,2,B
cataloupemelone,curryblätter,cataloupemelone--curryblätter,1,B
cataloupemelone,büffelmozzarella,büffelmozzarella--cataloupemelone,1,B
cataloupemelone,kascha,cataloupemelone--kascha,1,B
cataloupemelone,wassermelone,cataloupemelone--wassermelone,1,B
cataloupemelone,olivenöl,cataloupemelone--olivenöl,1,B
cataloupemelone,senfsamen,cataloupemelone--senfsamen,1,B
kürbiskern,joghurt,joghurt--kürbiskern,1,B
kürbiskern,sauerteigbrot,kürbiskern--sauerteigbrot,1,B
kürbiskern,schnittlauch,kürbiskern--schnittlauch,1,B
kürbiskern,knoblauch,knoblauch--kürbiskern,1,B
kürbiskern,avocado,avocado--kürbiskern,1,B
kürbiskern,olivenöl,kürbiskern--olivenöl,1,B
kürbiskern,honig,honig--kürbiskern,1,B
kürbiskern,isot_biber,isot_biber--kürbiskern,1,B
kürbiskern,parmesan,kürbiskern--parmesan,1,B
kürbiskern,limette,kürbiskern--limette,1,B
kürbiskern,auberginen,auberginen--kürbiskern,1,B
kürbiskern,radieschen,kürbiskern--radieschen,1,B
kürbiskern,sonnenblumenöl,kürbiskern--sonnenblumenöl,1,B
curryblätter,büffelmozzarella,büffelmozzarella--curryblätter,1,B
curryblätter,mangopickle,curryblätter--mangopickle,2,B
curryblätter,tomate,curryblätter--tomate,2,B
curryblätter,chilischote,chilischote--curryblätter,4,B
curryblätter,lauchzwiebel,curryblätter--lauchzwiebel,1,B
curryblätter,limette,curryblätter--limette,4,B
curryblätter,kascha,curryblätter--kascha,1,B
curryblätter,senfsamen,curryblätter--senfsamen,4,B
curryblätter,kirschtomaten,curryblätter--kirschtomaten,1,B
curryblätter,joghurt,curryblätter--joghurt,1,B
curryblätter,apfelessig,apfelessig--curryblätter,1,B
curryblätter,sauerteigbrot,curryblätter--sauerteigbrot,1,B
curryblätter,basilikum,basilikum--curryblätter,1,B
curryblätter,kardamom,curryblätter--kardamom,1,B
curryblätter,koriandergrün,curryblätter--koriandergrün,1,B
curryblätter,knoblauch,curryblätter--knoblauch,4,B
curryblätter,olivenöl,curryblätter--olivenöl,4,B
curryblätter,kokosmilch,curryblätter--kokosmilch,1,B
curryblätter,curry,curry--curryblätter,1,B
curryblätter,cumin,cumin--curryblätter,3,B
curryblätter,tamarinde,curryblätter--tamarinde,1,B
curryblätter,mango,curryblätter--mango,1,B
curryblätter,ingwer,curryblätter--ingwer,3,B
curryblätter,curcuma,curcuma--curryblätter,2,B
curryblätter,auberginen,auberginen--curryblätter,1,B
curryblätter,wassermelone,curryblätter--wassermelone,1,B
curryblätter,tomatenmark,curryblätter--tomatenmark,1,B
curryblätter,sonnenblumenöl,curryblätter--sonnenblumenöl,3,B
kokosmilch,minze,kokosmilch--minze,1,B
kokosmilch,mangopickle,kokosmilch--mangopickle,1,B
kokosmilch,chilischote,chilischote--kokosmilch,2,B
kokosmilch,koriandergrün,kokosmilch--koriandergrün,1,B
kokosmilch,sprossen,kokosmilch--sprossen,1,B
kokosmilch,knoblauch,knoblauch--kokosmilch,1,B
kokosmilch,olivenöl,kokosmilch--olivenöl,1,B
kokosmilch,curry,curry--kokosmilch,1,B
kokosmilch,mirin,kokosmilch--mirin,1,B
kokosmilch,cumin,cumin--kokosmilch,1,B
kokosmilch,reisessig,kokosmilch--reisessig,1,B
kokosmilch,lauchzwiebel,kokosmilch--lauchzwiebel,1,B
kokosmilch,ingwer,ingwer--kokosmilch,2,B
kokosmilch,limette,kokosmilch--limette,2,B
kokosmilch,curcuma,curcuma--kokosmilch,2,B
kokosmilch,auberginen,auberginen--kokosmilch,1,B
kokosmilch,radieschen,kokosmilch--radieschen,1,B
kokosmilch,tomatenmark,kokosmilch--tomatenmark,1,B
kokosmilch,sonnenblumenöl,kokosmilch--sonnenblumenöl,1,B
kokosmilch,senfsamen,kokosmilch--senfsamen,1,B
portobello,cumin,cumin--portobello,1,B
portobello,chilischote,chilischote--portobello,1,B
portobello,knoblauch,knoblauch--portobello,1,B
portobello,olivenöl,olivenöl--portobello,1,B
portobello,tomatenmark,portobello--tomatenmark,1,B
mangold,tomate,mangold--tomate,1,B
mangold,knoblauch,knoblauch--mangold,1,B
mangold,olive,mangold--olive,1,B
mangold,olivenöl,mangold--olivenöl,1,B
mangold,basilikum,basilikum--mangold,1,B
ziegenfrischkäse,kirschtomaten,kirschtomaten--ziegenfrischkäse,1,B
ziegenfrischkäse,joghurt,joghurt--ziegenfrischkäse,1,B
ziegenfrischkäse,minze,minze--ziegenfrischkäse,2,B
ziegenfrischkäse,chilischote,chilischote--ziegenfrischkäse,1,B
ziegenfrischkäse,kardamom,kardamom--ziegenfrischkäse,1,B
ziegenfrischkäse,salzmandeln,salzmandeln--ziegenfrischkäse,1,B
ziegenfrischkäse,schnittlauch,schnittlauch--ziegenfrischkäse,1,B
ziegenfrischkäse,knoblauch,knoblauch--ziegenfrischkäse,1,B
ziegenfrischkäse,olivenöl,olivenöl--ziegenfrischkäse,3,B
ziegenfrischkäse,honig,honig--ziegenfrischkäse,1,B
ziegenfrischkäse,isot_biber,isot_biber--ziegenfrischkäse,1,B
ziegenfrischkäse,granatapfel,granatapfel--ziegenfrischkäse,1,B
ziegenfrischkäse,limette,limette--ziegenfrischkäse,1,B
ziegenfrischkäse,pfirsich,pfirsich--ziegenfrischkäse,1,B
mirin,chilischote,chilischote--mirin,2,B
mirin,schnittlauch,mirin--schnittlauch,2,B
mirin,reisessig,mirin--reisessig,4,B
mirin,lauchzwiebel,lauchzwiebel--mirin,2,B
mirin,tahina,mirin--tahina,2,B
mirin,limette,limette--mirin,3,B
mirin,harissa,harissa--mirin,1,B
mirin,minze,minze--mirin,1,B
mirin,sprossen,mirin--sprossen,1,B
mirin,knoblauch,knoblauch--mirin,5,B
mirin,olivenöl,mirin--olivenöl,2,B
mirin,buttermilch,buttermilch--mirin,1,B
mirin,curcuma,curcuma--mirin,2,B
mirin,ingwer,ingwer--mirin,2,B
mirin,schwarzkümmel,mirin--schwarzkümmel,1,B
mirin,radieschen,mirin--radieschen,1,B
mirin,miso,mirin--miso,1,B
mirin,sonnenblumenöl,mirin--sonnenblumenöl,4,B
thaibasilikum,nudeln,nudeln--thaibasilikum,2,B
thaibasilikum,ahornsirup,ahornsirup--thaibasilikum,2,B
thaibasilikum,chilischote,chilischote--thaibasilikum,3,B
thaibasilikum,topinambur,thaibasilikum--topinambur,1,B
thaibasilikum,lauchzwiebel,lauchzwiebel--thaibasilikum,1,B
thaibasilikum,limette,limette--thaibasilikum,2,B
thaibasilikum,erdnuss,erdnuss--thaibasilikum,1,B
thaibasilikum,tofu,thaibasilikum--tofu,1,B
thaibasilikum,reis,reis--thaibasilikum,2,B
thaibasilikum,minze,minze--thaibasilikum,1,B
thaibasilikum,austernpilz,austernpilz--thaibasilikum,1,B
thaibasilikum,salzmandeln,salzmandeln--thaibasilikum,1,B
thaibasilikum,koriandergrün,koriandergrün--thaibasilikum,1,B
thaibasilikum,erdnussöl,erdnussöl--thaibasilikum,1,B
thaibasilikum,knoblauch,knoblauch--thaibasilikum,2,B
thaibasilikum,olivenöl,olivenöl--thaibasilikum,1,B
thaibasilikum,tamarinde,tamarinde--thaibasilikum,2,B
thaibasilikum,ingwer,ingwer--thaibasilikum,1,B
thaibasilikum,fischsauce,fischsauce--thaibasilikum,2,B
thaibasilikum,radieschen,radieschen--thaibasilikum,1,B
thaibasilikum,sonnenblumenöl,sonnenblumenöl--thaibasilikum,1,B
berbere,kirschtomaten,berbere--kirschtomaten,1,B
berbere,ahornsirup,ahornsirup--berbere,1,B
berbere,chilischote,berbere--chilischote,1,B
berbere,koriandergrün,berbere--koriandergrün,1,B
berbere,kokoscrème,berbere--kokoscrème,1,B
berbere,olivenöl,berbere--olivenöl,1,B
berbere,knoblauch,berbere--knoblauch,1,B
berbere,ingwer,berbere--ingwer,1,B
berbere,auberginen,auberginen--berbere,1,B
berbere,limette,berbere--limette,1,B
berbere,schwarzkümmel,berbere--schwarzkümmel,1,B
röstzwiebeln,paprikapulver,paprikapulver--röstzwiebeln,1,B
röstzwiebeln,steinpilz,röstzwiebeln--steinpilz,1,B
röstzwiebeln,knoblauch,knoblauch--röstzwiebeln,2,B
röstzwiebeln,olivenöl,olivenöl--röstzwiebeln,1,B
röstzwiebeln,noriflocken,noriflocken--röstzwiebeln,1,B
röstzwiebeln,mandarine,mandarine--röstzwiebeln,1,B
röstzwiebeln,pilze,pilze--röstzwiebeln,1,B
röstzwiebeln,reisessig,reisessig--röstzwiebeln,1,B
röstzwiebeln,lauchzwiebel,lauchzwiebel--röstzwiebeln,1,B
röstzwiebeln,erdnuss,erdnuss--röstzwiebeln,1,B
röstzwiebeln,ingwer,ingwer--röstzwiebeln,1,B
röstzwiebeln,sonnenblumenöl,röstzwiebeln--sonnenblumenöl,1,B
röstzwiebeln,radieschen,radieschen--röstzwiebeln,1,B
röstzwiebeln,reis,reis--röstzwiebeln,1,B
röstzwiebeln,shiitake,röstzwiebeln--shiitake,1,B
röstzwiebeln,apfelessig,apfelessig--röstzwiebeln,1,B
rettich,ahornsirup,ahornsirup--rettich,1,B
rettich,reismehl,reismehl--rettich,1,B
rettich,chilischote,chilischote--rettich,1,B
rettich,sesamöl,rettich--sesamöl,1,B
rettich,koriandergrün,koriandergrün--rettich,1,B
rettich,schnittlauch,rettich--schnittlauch,1,B
rettich,knoblauch,knoblauch--rettich,2,B
rettich,olivenöl,olivenöl--rettich,1,B
rettich,cumin,cumin--rettich,1,B
rettich,ingwer,ingwer--rettich,1,B
rettich,golden_syrup,golden_syrup--rettich,1,B
rettich,pinienkerne,pinienkerne--rettich,1,B
rettich,limette,limette--rettich,1,B
rettich,erdnuss,erdnuss--rettich,1,B
rettich,sonnenblumenöl,rettich--sonnenblumenöl,1,B
rettich,radieschen,radieschen--rettich,1,B
rettich,shiitake,rettich--shiitake,1,B
rettich,cayennepfeffer,cayennepfeffer--rettich,1,B
hartweizengrieß,safran,hartweizengrieß--safran,1,B
fenchelsamen,cumin,cumin--fenchelsamen,1,B
fenchelsamen,minze,fenchelsamen--minze,1,B
fenchelsamen,lauchzwiebel,fenchelsamen--lauchzwiebel,1,B
fenchelsamen,ingwer,fenchelsamen--ingwer,1,B
fenchelsamen,limette,fenchelsamen--limette,1,B
fenchelsamen,chilischote,chilischote--fenchelsamen,1,B
fenchelsamen,schwarzkümmel,fenchelsamen--schwarzkümmel,1,B
fenchelsamen,olivenöl,fenchelsamen--olivenöl,1,B
fenchelsamen,curry,curry--fenchelsamen,1,B
schwarze_bohnen,limette,limette--schwarze_bohnen,1,B
schwarze_bohnen,kaffirlimette,kaffirlimette--schwarze_bohnen,1,B
schwarze_bohnen,chilischote,chilischote--schwarze_bohnen,1,B
schwarze_bohnen,knoblauch,knoblauch--schwarze_bohnen,1,B
schwarze_bohnen,kokosraspel,kokosraspel--schwarze_bohnen,1,B
schwarze_bohnen,olivenöl,olivenöl--schwarze_bohnen,1,B
schwarze_bohnen,senfsamen,schwarze_bohnen--senfsamen,1,B
sherryessig,kirschtomaten,kirschtomaten--sherryessig,1,B
sherryessig,lauchzwiebel,lauchzwiebel--sherryessig,1,B
sherryessig,ingwer,ingwer--sherryessig,1,B
sherryessig,auberginen,auberginen--sherryessig,1,B
sherryessig,chilischote,chilischote--sherryessig,1,B
sherryessig,olivenöl,olivenöl--sherryessig,1,B
sherryessig,salzmandeln,salzmandeln--sherryessig,1,B
sherryessig,koriandergrün,koriandergrün--sherryessig,1,B
sherryessig,knoblauch,knoblauch--sherryessig,1,B
rote_bete_blätter,mandarine,mandarine--rote_bete_blätter,1,B
rote_bete_blätter,ahornsirup,ahornsirup--rote_bete_blätter,1,B
rote_bete_blätter,minze,minze--rote_bete_blätter,1,B
rote_bete_blätter,dill,dill--rote_bete_blätter,1,B
rote_bete_blätter,limette,limette--rote_bete_blätter,1,B
rote_bete_blätter,kaffirlimette,kaffirlimette--rote_bete_blätter,1,B
rote_bete_blätter,chilischote,chilischote--rote_bete_blätter,1,B
rote_bete_blätter,szechuanpfeffer,rote_bete_blätter--szechuanpfeffer,1,B
rote_bete_blätter,knoblauch,knoblauch--rote_bete_blätter,1,B
rote_bete_blätter,sonnenblumenöl,rote_bete_blätter--sonnenblumenöl,1,B
sonnenblumenöl,ahornsirup,ahornsirup--sonnenblumenöl,6,B
sonnenblumenöl,spitzkohl,sonnenblumenöl--spitzkohl,2,B
sonnenblumenöl,mangopickle,mangopickle--sonnenblumenöl,1,B
sonnenblumenöl,reiswein,reiswein--sonnenblumenöl,1,B
sonnenblumenöl,lauchzwiebel,lauchzwiebel--sonnenblumenöl,9,B
sonnenblumenöl,pinienkerne,pinienkerne--sonnenblumenöl,2,B
sonnenblumenöl,apfelessig,apfelessig--sonnenblumenöl,2,B
sonnenblumenöl,minze,minze--sonnenblumenöl,2,B
sonnenblumenöl,worcester,sonnenblumenöl--worcester,1,B
sonnenblumenöl,maismehl,maismehl--sonnenblumenöl,1,B
sonnenblumenöl,kaffirlimette,kaffirlimette--sonnenblumenöl,2,B
sonnenblumenöl,habanero,habanero--sonnenblumenöl,1,B
sonnenblumenöl,knoblauch,knoblauch--sonnenblumenöl,19,B
sonnenblumenöl,olivenöl,olivenöl--sonnenblumenöl,5,B
sonnenblumenöl,avocado,avocado--sonnenblumenöl,1,B
sonnenblumenöl,honig,honig--sonnenblumenöl,2,B
sonnenblumenöl,cumin,cumin--sonnenblumenöl,4,B
sonnenblumenöl,mango,mango--sonnenblumenöl,1,B
sonnenblumenöl,frischkäse,frischkäse--sonnenblumenöl,1,B
sonnenblumenöl,miso,miso--sonnenblumenöl,1,B
sonnenblumenöl,choisum,choisum--sonnenblumenöl,1,B
sonnenblumenöl,grüner_spargel,grüner_spargel--sonnenblumenöl,1,B
sonnenblumenöl,nudeln,nudeln--sonnenblumenöl,1,B
sonnenblumenöl,paprikapulver,paprikapulver--sonnenblumenöl,3,B
sonnenblumenöl,kimchi,kimchi--sonnenblumenöl,1,B
sonnenblumenöl,tomate,sonnenblumenöl--tomate,2,B
sonnenblumenöl,chilischote,chilischote--sonnenblumenöl,13,B
sonnenblumenöl,sesamöl,sesamöl--sonnenblumenöl,1,B
sonnenblumenöl,mohn,mohn--sonnenblumenöl,1,B
sonnenblumenöl,schnittlauch,schnittlauch--sonnenblumenöl,3,B
sonnenblumenöl,chipotle,chipotle--sonnenblumenöl,1,B
sonnenblumenöl,hibiskus,hibiskus--sonnenblumenöl,1,B
sonnenblumenöl,mandarine,mandarine--sonnenblumenöl,2,B
sonnenblumenöl,reisessig,reisessig--sonnenblumenöl,6,B
sonnenblumenöl,cheddar,cheddar--sonnenblumenöl,1,B
sonnenblumenöl,tahina,sonnenblumenöl--tahina,1,B
sonnenblumenöl,dill,dill--sonnenblumenöl,1,B
sonnenblumenöl,erdnuss,erdnuss--sonnenblumenöl,1,B
sonnenblumenöl,limette,limette--sonnenblumenöl,14,B
sonnenblumenöl,rohrzucker,rohrzucker--sonnenblumenöl,1,B
sonnenblumenöl,jalapeno,jalapeno--sonnenblumenöl,1,B
sonnenblumenöl,gruyère,gruyère--sonnenblumenöl,1,B
sonnenblumenöl,reis,reis--sonnenblumenöl,4,B
sonnenblumenöl,shiitake,shiitake--sonnenblumenöl,2,B
sonnenblumenöl,tofu,sonnenblumenöl--tofu,3,B
sonnenblumenöl,senfsamen,senfsamen--sonnenblumenöl,1,B
sonnenblumenöl,kirschtomaten,kirschtomaten--sonnenblumenöl,4,B
sonnenblumenöl,joghurt,joghurt--sonnenblumenöl,1,B
sonnenblumenöl,basilikum,basilikum--sonnenblumenöl,1,B
sonnenblumenöl,reismehl,reismehl--sonnenblumenöl,2,B
sonnenblumenöl,staudensellerie,sonnenblumenöl--staudensellerie,2,B
sonnenblumenöl,kardamom,kardamom--sonnenblumenöl,2,B
sonnenblumenöl,koriandergrün,koriandergrün--sonnenblumenöl,5,B
sonnenblumenöl,sprossen,sonnenblumenöl--sprossen,1,B
sonnenblumenöl,szechuanpfeffer,sonnenblumenöl--szechuanpfeffer,3,B
sonnenblumenöl,buttermilch,buttermilch--sonnenblumenöl,1,B
sonnenblumenöl,noriflocken,noriflocken--sonnenblumenöl,2,B
sonnenblumenöl,tamarinde,sonnenblumenöl--tamarinde,3,B
sonnenblumenöl,ingwer,ingwer--sonnenblumenöl,9,B
sonnenblumenöl,curcuma,curcuma--sonnenblumenöl,3,B
sonnenblumenöl,fischsauce,fischsauce--sonnenblumenöl,2,B
sonnenblumenöl,auberginen,auberginen--sonnenblumenöl,1,B
sonnenblumenöl,ancho,ancho--sonnenblumenöl,1,B
sonnenblumenöl,schwarzkümmel,schwarzkümmel--sonnenblumenöl,1,B
sonnenblumenöl,radieschen,radieschen--sonnenblumenöl,2,B
sonnenblumenöl,tomatenmark,sonnenblumenöl--tomatenmark,2,B
cayennepfeffer,chilischote,cayennepfeffer--chilischote,3,B
cayennepfeffer,schnittlauch,cayennepfeffer--schnittlauch,1,B
cayennepfeffer,banane,banane--cayennepfeffer,1,B
cayennepfeffer,limette,cayennepfeffer--limette,3,B
cayennepfeffer,erdnuss,cayennepfeffer--erdnuss,1,B
cayennepfeffer,rohrzucker,cayennepfeffer--rohrzucker,1,B
cayennepfeffer,senfsamen,cayennepfeffer--senfsamen,1,B
cayennepfeffer,minze,cayennepfeffer--minze,2,B
cayennepfeffer,koriandergrün,cayennepfeffer--koriandergrün,3,B
cayennepfeffer,thymian,cayennepfeffer--thymian,1,B
cayennepfeffer,knoblauch,cayennepfeffer--knoblauch,3,B
cayennepfeffer,olivenöl,cayennepfeffer--olivenöl,4,B
cayennepfeffer,curry,cayennepfeffer--curry,1,B
cayennepfeffer,cumin,cayennepfeffer--cumin,2,B
cayennepfeffer,estragon,cayennepfeffer--estragon,1,B
cayennepfeffer,curcuma,cayennepfeffer--curcuma,1,B
cayennepfeffer,ingwer,cayennepfeffer--ingwer,1,B
cayennepfeffer,golden_syrup,cayennepfeffer--golden_syrup,1,B
cayennepfeffer,kokosraspel,cayennepfeffer--kokosraspel,1,B
cayennepfeffer,crème_fraîche,cayennepfeffer--crème_fraîche,1,B
cayennepfeffer,radieschen,cayennepfeffer--radieschen,1,B
paprikapulver,spitzkohl,paprikapulver--spitzkohl,1,B
paprikapulver,tomate,paprikapulver--tomate,2,B
paprikapulver,chilischote,chilischote--paprikapulver,2,B
paprikapulver,hibiskus,hibiskus--paprikapulver,1,B
paprikapulver,mandarine,mandarine--paprikapulver,1,B
paprikapulver,reisessig,paprikapulver--reisessig,1,B
paprikapulver,lauchzwiebel,lauchzwiebel--paprikapulver,2,B
paprikapulver,limette,limette--paprikapulver,2,B
paprikapulver,cheddar,cheddar--paprikapulver,1,B
paprikapulver,harissa,harissa--paprikapulver,1,B
